apiName,associatedTraits,composition,desc,effects,name
TFT9_Augment_JustKeepRolling,[],[],"After you reroll your Shop @Tier1Rolls@ times, rerolls only cost @RefreshCost@ gold.<br><br>(Rerolls this game: @TFTUnitProperty.item:TFT9_JustKeepRollingRolls@)","{'RefreshCost': 1.0, 'Tier1Rolls': 8.0}",Frequent Flier
TFT10_Augment_ReachTheSummit,[],[],"When you reach Level @LevelReq@, gain @ExpBonus@ XP and @Gold@ Gold.","{'ExpBonus': 50.0, 'Gold': 10.0, 'LevelReq': 9.0}",Reach the Summit
TFT9_Augment_CyberneticBulk2,[],[],Your champions holding an item gain @health@ health.,{'Health': 300.0},Cybernetic Bulk II
TFT9_Augment_CyberneticBulk3,[],[],Your champions holding an item gain @health@ health.,{'Health': 500.0},Cybernetic Bulk III
TFT7_Augment_BigFriend,[],[],Your units that start combat next to a unit with over @RequiredHealth@ Health take @DamageReductionPercent@% less damage for the rest of combat.,"{'DamageReductionPercent': 7.0, 'RequiredHealth': 1600.0}",Big Friend I
TFT9_Augment_CyberneticBulk1,[],[],Your champions holding an item gain @health@ Health.,{'Health': 200.0},Cybernetic Bulk I
TFT9_Augment_Infusion,[],[],Your team restores @Mana@ Mana every @Interval@ seconds.,"{'Interval': 5.0, 'Mana': 20.0}",Infusion
TFT10_Augment_HelpIsOnTheWay,[],[],"After @NumberOfCombats@ player combats, choose 1 of 4 Support items.",{'Numberofcombats': 8.0},Help Is On The Way
TFT9_Augment_PumpingUp,[],[],"Your team gains @BaseAS@% Attack Speed now. Each round after, they gain @IncreasePerRound@% more. (current Attack Speed: @TFTUnitProperty.item:TFT9_PumpingUpRounds@%)","{'BaseAS': 6.0, 'IncreasePerRound': 0.5}",Pumping Up I
TFT7_Augment_BestFriends3,[],[],Units isolated in pairs gain @AS*100@% Attack Speed and @Armor@ Armor at the start of combat.,"{'AS': 0.20000000298023224, 'Armor': 35.0}",Best Friends III
TFT9_Augment_Formation1,[],[],"If you have 3 or more champions in the same row at the start of combat, they all gain @armor@ Armor and Magic Resist. ","{'Armor': 15.0, 'MR': 15.0}",Unified Resistance I
TFT7_Augment_BestFriends2,[],[],Units isolated in pairs gain @AS*100@% Attack Speed and @Armor@ Armor at the start of combat.,"{'AS': 0.15000000596046448, 'Armor': 20.0}",Best Friends II
TFT6_Augment_Meditation1,[],[],Your units without items equipped restore @ManaRegen@ Mana per second.,{'ManaRegen': 4.0},Meditation I
TFT7_Augment_ClutteredMind,[],[],"Gain @Units@ random 1-cost champions now. If your bench is full at the end of player combat, gain @XP@ XP. ","{'Units': 4.0, 'XP': 3.0}",Cluttered Mind
TFT7_Augment_BestFriends1,[],[],Units isolated in pairs gain @AS*100@% Attack Speed and @Armor@ Armor at the start of combat.,"{'AS': 0.11999999731779099, 'Armor': 12.0}",Best Friends I
TFT6_Augment_Meditation3,[],[],Your units without items equipped restore @ManaRegen@ Mana per second.,{'ManaRegen': 8.0},Meditation III
TFT9_Augment_Formation2,[],[],"If you have 3 or more champions in the same row at the start of combat, they all gain @armor@ Armor and Magic Resist. ","{'Armor': 25.0, 'MR': 25.0}",Unified Resistance II
TFT6_Augment_Meditation2,[],[],Your units without items equipped restore @ManaRegen@ Mana per second.,{'ManaRegen': 6.0},Meditation II
TFT9_Augment_BuildingACollectionPlusPlus,[],[],Gain a random item component at the start of the next @roundsofbonusitems@ rounds (including this round).,"{'Gold': 'null', 'roundsofbonusitems': 6.0}",Buried Treasures III
TFT11_Augment_Supercombobulator,[],[],Transform champions on your board into random ones of ANY cost. Equipped items are returned to your bench.,{},Supercombobulator
TFT9_Augment_GargantuanResolve,[],[],Gain a Titan's Resolve. Your Titan's Resolves can continue stacking to @MaxStacks@ instead of 25.,{'MaxStacks': 40.0},Gargantuan Resolve
TFT9_Augment_HealingOrbsI,[],[],"When an enemy dies, the nearest ally is healed for @Heal@.",{'Heal': 225.0},Healing Orbs I
TFT6_Augment_PortableForgePlusPlus,[],[],Choose 1 of @ArmoryChoiceCount@ Artifacts.<br><br><rules>Artifacts are more powerful items with a unique effect.</rules>,{'ArmoryChoiceCount': 4.0},Portable Forge++
TFT9_Augment_Martyr,[],[],"Whenever one of your allies die, your team heals for @Missinghealth@% of their max Health.",{'Missinghealth': 9.0},Martyr
TFT9_Augment_SocialDistancing3,[],[],Combat start: Units with no adjacent allies gain @Stats@% Attack Damage and @Stats@ Ability Power.,{'Stats': 25.0},Social Distancing III
TFT9_Augment_BlindingSpeed,[],[],"Gain a Red Buff, Guinsoo's Rageblade, a Recurve Bow and a Magnetic Remover.<br><br><rules>Useful for Attack Carries!</rules>",{},Blinding Speed
TFT6_Augment_TomeOfTraits1,[],[],Gain @NumTomes@ Tome of Traits and @Gold@ gold.,"{'Gold': 3.0, 'NumTomes': 1.0}",Ancient Archives I
TFT9_Augment_SocialDistancing2,[],[],Combat start: Units with no adjacent allies gain @Stats@% Attack Damage and @Stats@ Ability Power.,{'Stats': 16.0},Social Distancing II
TFT7_Augment_LuckyGloves,[],[],Thief's Gloves will always give your champions ideal items. Gain @NumGloves@ Sparring Gloves.,{'NumGloves': 2.0},Lucky Gloves
TFT9_Augment_EnduranceTraining,[],[],Your units permanently gain @Health@ Health every time they kill an enemy. Units start with @StartingHealth@ bonus Health.,"{'Health': 18.0, 'StartingHealth': 100.0}",Endurance Training
TFT6_Augment_PortableForgePlus,[],[],Choose 1 of @ArmoryChoiceCount@ Artifacts.<br><br><rules>Artifacts are more powerful items with a unique effect.</rules>,{'ArmoryChoiceCount': 3.0},Portable Forge+
TFT9_Augment_Inconsistency,[],[],"If your streak is less than 3, gain 2 gold.","{'Gold': 2.0, '{379448fe}': 3.0}",Inconsistency
TFT9_Augment_Commander_TeamingUp1,[],[],Gain @NumComponents@ random component and @NumChamps@ random Tier 3 champions.,"{'NumChamps': 2.0, 'NumComponents': 1.0}",Teaming Up I
TFT6_Augment_RichGetRicherPlus,[],[],Gain @Gold@ gold. Your max interest is increased to @InterestCap@.<br><br><rules>Interest is extra gold you gain per 10g saved.</rules>,"{'Gold': 18.0, 'InterestCap': 7.0}",Rich Get Richer+
TFT6_Augment_Electrocharge3,[],[],"When your units receive critical strikes, they deal @Damage1@-@Damage4@ (based on current Stage) magic damage  to nearby enemies (@ICD@ second cooldown).","{'Damage1': 115.0, 'Damage2': 155.0, 'Damage3': 195.0, 'Damage4': 235.0, 'ICD': 1.0}",Electrocharge III
TFT6_Augment_Electrocharge2,[],[],"When your units receive critical strikes, they deal @Damage1@-@Damage4@ (based on current Stage) magic damage  to nearby enemies (@ICD@ second cooldown).","{'Damage1': 50.0, 'Damage2': 70.0, 'Damage3': 90.0, 'Damage4': 110.0, 'ICD': 1.0}",Electrocharge II
TFT7_Augment_AxiomArc2,[],[],Your units gain @ManaGain@ Mana on kill.,{'ManaGain': 30.0},Axiom Arc II
TFT11_Augment_BloodBank,[],[],Every @Damage@ damage you deal to enemy tacticians gives you 2 gold.<br>(Current: @TFTUnitProperty.item:TFT11_BloodBankDamage@),"{'Damage': 8.0, 'Gold': 2.0}",Lunch Money
TFT6_Augment_Electrocharge1,[],[],"When your units receive critical strikes, they deal @Damage1@-@Damage4@ (based on current Stage) magic damage  to nearby enemies (@ICD@ second cooldown).","{'Damage1': 30.0, 'Damage2': 50.0, 'Damage3': 70.0, 'Damage4': 90.0, 'ICD': 1.0}",Electrocharge I
TFT6_Augment_WoodlandCharm,[],[],Your highest Health champion is cloned. You cannot equip items on the clone.,{},Woodland Charm
TFT9_Augment_Commander_TeamingUp2,[],[],Gain @NumItems@ random Support item and @NumUnits@ random 4-cost champions.,"{'NumComponents': 'null', 'NumItems': 1.0, 'NumUnits': 2.0}",Teaming Up II
TFT6_Augment_ItemGrabBag2,[],[],Gain @NumItems@ random completed items and @NumReforgers@ Reforgers.,"{'NumItems': 2.0, 'NumReforgers': 2.0}",Item Grab Bag II
TFT9_Augment_DravenSpoilsOfWar,[],[],Enemies have a @LootDropChance*100@% chance to drop loot when killed.,"{'LootDropChance': 0.25, '{ac7ef35a}': 0.25}",Spoils of War I
TFT9_Augment_NotToday,[],[],Gain an Edge of Night. Champions holding this item gain @AS@% Attack Speed.,{'AS': 35.0},Not Today
TFT6_Augment_ItemGrabBag1,[],[],Gain @NumItems@ random completed item.,{'NumItems': 1.0},Item Grab Bag I
TFT10_Augment_GoingLong,[],[],You no longer gain interest. Gain @Gold@ gold now. Round start: gain @XP@ XP.<br><br><rules>Interest is extra gold you gain per 10g saved.</rules>,"{'Gold': 10.0, 'XP': 4.0}",Going Long
TFT9_Augment_UnleashedArcana,[],[],"Gain a Jeweled Gauntlet, a Rabadon's Deathcap, a Needlessly Large Rod, and a Magnetic Remover.<br><br><rules>Useful for Magic Carries or Magic Casters!</rules>",{},Unleashed Arcana
TFT9_Augment_PhreakyFridayPlus,[],[],"Gain an Infinity Force. After @CombatNum@ player combats, gain another.<br><br><rules>Infinity Force: Artifact that offers tons of offensive and defensive stats</rules>",{'CombatNum': 3.0},Phreaky Friday +
TFT6_Augment_TriForce1,[],[],"Your Tier 3 champions gain @Health@ Health, @Mana@ starting Mana, and @AttackSpeed@% Attack Speed.","{'AttackSpeed': 10.0, 'Health': 150.0, 'Mana': 10.0}",Tri Force I
TFT6_Augment_SunfireBoard,[],[],"At the start of combat, burn all enemies for @TotalBurnPercent@% of their maximum Health over @Duration@ seconds and reduce healing received by @GrievousWoundsPercent@%.","{'Duration': 20.0, 'GrievousWoundsPercent': 33.0, 'TotalBurnPercent': 20.0}",Sunfire Board
TFT6_Augment_TriForce3,[],[],"Your Tier 3 champions gain @Health@ Health, @Mana@ starting Mana, and @AttackSpeed@% Attack Speed.","{'AttackSpeed': 25.0, 'Health': 200.0, 'Mana': 25.0}",Tri Force III
TFT9_Augment_IronAssets,[],[],Gain a component anvil and @Gold@ gold.<br><br><rules>The anvil offers 4 choices.</rules>,{'Gold': 4.0},Iron Assets
TFT6_Augment_TriForce2,[],[],"Your Tier 3 champions gain @Health@ Health, @Mana@ starting Mana, and @AttackSpeed@% Attack Speed.","{'AttackSpeed': 15.0, 'Health': 125.0, 'Mana': 15.0}",Tri Force II
TFT7_Augment_ThinkFast,[],[],Shop rerolls are free until the end of this round. Traits and other augments do not benefit from these free Shops. Gain @Gold@ gold.,{'Gold': 3.0},Think Fast
TFT9_Augment_HedgeFundPlus,[],[],Gain @Gold@ gold. Your max interest is increased to @InterestCap@.<br><br><rules>Interest is extra gold you gain per 10g saved.</rules>,"{'Gold': 30.0, 'InterestCap': 10.0}",Hedge Fund+
TFT10_Augment_SticksAndStones,[],[],"Champions that aren't holding items Shred and Sunder enemies for @Duration@ seconds. Physical damage Sunders for @SunderPercentage@%, and magic damage Shreds for @ShredPercentage@%.<br><rules>Shred: reduces Magic Resist, Sunder: reduces Armor</rules>","{'Duration': 3.0, 'ShredPercentage': 30.0, 'SunderPercentage': 30.0}",Sticks And Stones
TFT6_Augment_BlueBattery2,[],[],"Your units gain @BonusAP@ Ability Power. After casting their Ability, set the caster's Mana to @ManaRestore@.","{'BonusAP': 20.0, 'ManaRestore': 20.0}",Blue Battery II
TFT9_Augment_CombatCaster,[],[],Your team gains @shieldamount1@-@shieldamount4@ Shield for @Duration@ seconds after casting their Ability. The Shield amount scales with round of the game.,"{'Duration': 4.0, 'ShieldAmount1': 90.0, 'ShieldAmount2': 115.0, 'ShieldAmount3': 145.0, 'ShieldAmount4': 170.0}",Combat Caster
TFT6_Augment_BlueBattery1,[],[],"Your units gain @BonusAP@ Ability Power. After casting their Ability, set the caster's Mana to @ManaRestore@.","{'BonusAP': 8.0, 'ManaRestore': 10.0}",Blue Battery I
TFT7_Augment_AFK,[],[],"You cannot perform actions for the next @RoundsToSkip@ rounds. Afterwards, gain @Gold@ gold.","{'Gold': 18.0, 'RoundsToSkip': 3.0}",AFK
TFT9_Augment_HedgeFund,[],[],Gain @Gold@ gold. Your max interest is increased to @InterestCap@.<br><br><rules>Interest is extra gold you gain per 10g saved.</rules>,"{'Gold': 20.0, 'InterestCap': 10.0}",Hedge Fund
TFT9_Augment_StationarySupport3,[],[],Gain @NumOfDummies@ Training Dummy with @NumOfItems@ permanently attached Support item(s).,"{'NumOfDummies': 1.0, 'NumOfItems': 2.0}",Stationary Support III
TFT9_Augment_StationarySupport2,[],[],Gain @NumOfDummies@ Training Dummy with @NumOfItems@ permanently attached Support item(s).,"{'NumOfDummies': 1.0, 'NumOfItems': 1.0}",Stationary Support II
TFT9_Augment_StationarySupport1,[],[],"After @PlayerCombatRounds@ player combats, gain @NumOfDummies@ Training Dummy(s) with @NumOfItems@ permanently attached Support item(s).","{'NumOfDummies': 1.0, 'NumOfItems': 1.0, 'PlayerCombatRounds': 8.0}",Stationary Support I
TFT9_Augment_LongDistanceRelationship2,[],[],"Combat start: Your 2 units furthest from each other form a bond, sharing @PercentShare*100@% of their Armor, Magic Resist, Attack Damage, and Ability Power with each other.",{'PercentShare': 0.20000000298023224},Long Distance Pals
TFT7_Augment_SacrificialPact,[],[],Buying XP costs @HealthCost@ player health instead of 4 gold. Heal @Heal@ player health before each player combat.,"{'Heal': 3.0, 'HealthCost': 6.0}",Cruel Pact
TFT9_Augment_SocialDistancing,[],[],Combat start: Units with no adjacent allies gain @Stats@% Attack Damage and @Stats@ Ability Power.,{'Stats': 10.0},Social Distancing I
TFT6_Augment_SalvageBin,[],[],"Gain 1 random completed item now, and 1 component after @NumRounds@ player combats. Selling champions breaks completed items into components (excluding Tactician's Crown).",{'NumRounds': 7.0},Salvage Bin
TFT11_Augment_RadiantRefactor,[],[],Gain a Masterwork Upgrade and @anvils@ component anvils.<br><br><rules>Masterwork Upgrade upgrades an item to Radiant!</rules>,{'anvils': 1.0},Radiant Refactor
TFT9_Augment_LearningFromExperience2,[],[],"After player combat, gain @winxp@ XP if you won or @lossxp@ XP if you lost.","{'lossxp': 3.0, 'winxp': 2.0}",Patient Study
TFT6_Augment_HighEndShopping,[],[],Champions appear in your Shop as if you were 1 level higher. Gain @Gold@ gold.,{'Gold': 3.0},High End Shopping II
TFT11_Augment_Slammin,[],[],"Gain @components@ random Component(s). After each player combat, if there are no items on your bench (other than Consumables), gain @XP@ XP.","{'XP': 2.0, 'XPNow': 'null', 'components': 1.0}",Slammin'
TFT9_Augment_OneHundredDuckSizedHorses,[],[],"Gain +@TeamSize@ maximum team size, but your units can only hold 1 item and their total health is reduced by @HealthReduction*100@%. Gain @Gold@ gold.","{'Gold': 4.0, 'HealthReduction': 0.15000000596046448, 'TeamSize': 3.0}",Endless Hordes
TFT11_Augment_SoulCollector,[],[],Gain @Gold@ gold per @HealthPerGold@ Health your Tactician loses.,"{'Damage': 1.0, '{521fb564}': 15.0}",Blood Money
TFT6_Augment_Distancing,[],[],Your units that start combat with no adjacent allies gain a @MaxHealthShield@% maximum Health shield for @ShieldDuration@ seconds.,"{'MaxHealthShield': 25.0, 'ShieldDuration': 10.0}",Exiles I
TFT9_Augment_CapriciousForge,[],[],"Gain a Blacksmith's Gloves, which equips two random Artifacts each round.<br><br><rules>Artifacts are more powerful items with a unique effect.</rules>",{},Capricious Forge
TFT9_Augment_ReturnOnInvestment,[],[],"When you reroll your Shop @RollCount@ times, gain a Tactician's Crown.<br><br>(Refreshes this game: @TFTUnitProperty.item:TFT9_ReturnOnInvestmentRolls@)",{'RollCount': 16.0},Return on Investment
TFT6_Augment_TradeSectorPlus,[],[],Gain a free Shop reroll every round. Gain @Gold@ gold now.,{'Gold': 10.0},Trade Sector+
TFT10_Augment_TwinTerror1,[],[],"When you field exactly 2 copies of a champion, they both gain @BonusStats*10@ Health and @BonusStats@% Attack Speed. Anytime you 3-star, gain a 2-star copy.",{'BonusStats': 35.0},Twin Terror I
TFT10_Augment_Vampirism,[],[],Your team gains @BaseHP@ Health. Gain another @BonusHPPer5MissingHealth@ Health and @OmnivampPercentPer5MissingHealth*100@% Omnivamp per 5 missing player health.<br><rules>(Omnivamp: healing for a percent of damage dealt)</rules>,"{'BaseHP': 20.0, 'BonusHPPer5MissingHealth': 2.0, 'OmnivampPercentPer5MissingHealth': 0.009999999776482582}",Vampirism I
TFT9_Augment_OneHundredDuckSizedHorsesPlus,[],[],"Gain +@TeamSize@ maximum team size, but your units can only hold 1 item and their total health is reduced by @HealthReduction*100@%. Gain @Gold@ gold.","{'Gold': 14.0, 'HealthReduction': 0.15000000596046448, 'TeamSize': 3.0}",Endless Hordes +
TFT10_Augment_TwinTerror2,[],[],"When you field exactly 2 copies of a champion, they both gain @BonusStats*10@ Health and @BonusStats@% Attack Speed. Anytime you 3-star, gain a 2-star copy.",{'BonusStats': 50.0},Twin Terror II
TFT11_Augment_Accomplice,[],[],Get a Support Thief's Gloves and&nbsp;@gold@&nbsp;gold.,{'Gold': 2.0},Accomplice
TFT10_Augment_InspiringEpitaph,[],[],"When a unit dies, the nearest ally gains a @ShieldRatio*100@% max Health Shield and @AttackSpeed*100@% stacking Attack Speed.","{'AttackSpeed': 0.10000000149011612, 'ShieldRatio': 0.20000000298023224}",Inspiring Epitaph
TFT10_Augment_GoodForSomethingSilver,[],[],Champions that aren't holding items have a @dropchance*100@% to drop @Gold@ gold on death.,"{'DropChance': 0.4000000059604645, 'Gold': 1.0}",Good For Something I
TFT8_Augment_SalvageBinPlus,[],[],"Gain 1 random completed item now, and 1 component after @NumRounds@ player combats. Selling champions breaks completed items into components (excluding Tactician's Crown).",{'NumRounds': 4.0},Salvage Bin+
TFT6_Augment_Keepers1,[],[],Combat start: grant units with adjacent allies a @ShieldHealth@ Health Shield for @ShieldDuration@ seconds. This Shield stacks.,"{'ShieldDuration': 8.0, 'ShieldHealth': 175.0}",Keepers I
TFT10_Augment_LowInterestRates,[],[],Your max interest is capped at @InterestCap@ gold but you gain @Gold@ gold at the start of every player combat.<br><br><rules>Interest is extra gold you gain per 10g saved.</rules>,"{'Gold': 2.0, 'InterestCap': 4.0}",Low Interest Rates
TFT6_Augment_Keepers2,[],[],Combat start: grant units with adjacent allies a @ShieldHealth@ Health Shield for @ShieldDuration@ seconds. This Shield stacks.,"{'ShieldDuration': 8.0, 'ShieldHealth': 260.0}",Keepers II
TFT10_Augment_LuckyStreak,[],[],Gain a Gambler's Blade and a Magnetic Remover.<br><br><rules>Gambler's Blade helps you gain gold.</rules>,{},Lucky Streak
TFT7_Augment_Preparation3,[],[],"Champions on your bench permanently gain @HPBonus@ Health, @Stats@% Attack Damage, and @Stats@ Ability Power every round. Champions start with @StartingStacks@ stack of this effect, and can stack up to @MaxStacks@ times.","{'HPBonus': 50.0, 'MaxStacks': 4.0, 'StartingStacks': 1.0, 'Stats': 7.0}",Preparation III
TFT7_Augment_Preparation2,[],[],"Champions on your bench permanently gain @HPBonus@ Health, @Stats@% Attack Damage, and @Stats@ Ability Power every round. Champions start with @StartingStacks@ stack of this effect, and can stack up to @MaxStacks@ times.","{'HPBonus': 35.0, 'MaxStacks': 4.0, 'StartingStacks': 1.0, 'Stats': 4.0}",Preparation II
TFT6_Augment_Traitless2,[],[],Your units with no Traits active gain @HP1@-@HP4@ Health and @AS1@-@AS4@% Attack Speed (based on current Stage).,"{'AS1': 45.0, 'AS2': 50.0, 'AS3': 55.0, 'AS4': 60.0, 'HP1': 240.0, 'HP2': 330.0, 'HP3': 420.0, 'HP4': 530.0}",Built Different II
TFT9_Augment_RedBuff,[],[],Your team's attacks burn their targets for @BurnPercent@% of their max Health over @Duration@ seconds. Attacks also reduce their targets' healing received by @HealingReductionPct@%.,"{'BurnPercent': 5.0, 'Duration': 5.0, 'HealingReductionPct': 33.0}",Blistering Strikes
TFT6_Augment_Traitless3,[],[],Your units with no Traits active gain @HP1@-@HP4@ Health and @AS1@-@AS4@% Attack Speed (based on current Stage).,"{'AS1': 50.0, 'AS2': 55.0, 'AS3': 60.0, 'AS4': 70.0, 'HP1': 300.0, 'HP2': 400.0, 'HP3': 500.0, 'HP4': 600.0}",Built Different III
TFT11_Augment_TwoforOne,[],[],"Each round, get a copy of the first champion you buy that costs 3 or less.",{'Gold': 'null'},Two for One
TFT9_Augment_DangerousToGoAlone,[],[],"When a champion dies, the nearest ally with open slots receives a temporary copy of an item they were holding and a @shieldratio*100@% max Health Shield.",{'ShieldRatio': 0.10000000149011612},Parting Gifts
TFT11_Augment_Slammin_Plus,[],[],"Gain @components@ random component(s) and @XPNow@ XP now. After each player combat, if there are no items on your bench (other than Consumables), gain @XP@ XP.","{'XP': 2.0, 'XPNow': 10.0, 'components': 1.0}",Slammin'+
TFT6_Augment_Diversify2,[],[],Your units gain @AD*100@% Attack Damage and @AP@ Ability Power for each non-unique Trait active across your team.,"{'AD': 0.02500000037252903, 'AP': 2.5}",Stand United II
TFT6_Augment_MaxLevel10,[],[],"When you buy XP, gain an additional @XP@. Gain @InitialXP@ immediately.","{'InitialXP': 8.0, 'XP': 2.0}",Level Up!
TFT6_Augment_Diversify3,[],[],Your units gain @AD*100@% Attack Damage and @AP@ Ability Power for each non-unique Trait active across your team.,"{'AD': 0.03500000014901161, 'AP': 3.5}",Stand United III
TFT6_Augment_ThrillOfTheHunt1,[],[],Your units heal @MissingHPHeal@ Health on kill.,{'MissingHPHeal': 350.0},Thrill of the Hunt I
TFT6_Augment_Traitless1,[],[],Your units with no Traits active gain @HP1@-@HP4@ Health and @AS1@-@AS4@% Attack Speed (based on current Stage).,"{'AS1': 25.0, 'AS2': 35.0, 'AS3': 45.0, 'AS4': 55.0, 'HP1': 200.0, 'HP2': 225.0, 'HP3': 250.0, 'HP4': 300.0}",Built Different I
TFT6_Augment_SecondWind2,[],[],"After @Delay@ seconds of combat, your units heal @HealPercent@% of their missing Health.","{'Delay': 10.0, 'HealPercent': 60.0}",Second Wind II
TFT6_Augment_SecondWind1,[],[],"After @Delay@ seconds of combat, your units heal @HealPercent@% of their missing Health.","{'Delay': 10.0, 'HealPercent': 40.0}",Second Wind I
TFT6_Augment_Diversify1,[],[],Your units gain @AD*100@% Attack Damage and @AP@ Ability Power for each non-unique Trait active across your team.,"{'AD': 0.014999999664723873, 'AP': 1.5}",Stand United I
TFT6_Augment_JeweledLotus,[],[],"Your team gains @critchance@% Critical Strike chance, and their Abilities can critically strike.",{'CritChance': 20.0},Jeweled Lotus II
TFT9_Augment_StarsAreBorn,[],[],The first 1-cost and 2-cost champions you buy are instantly upgraded to 2-star. Gain @Gold@ gold.,{'Gold': 7.0},Stars are Born
TFT6_Augment_ThrillOfTheHunt2,[],[],Your units heal @MissingHPHeal@ Health on kill.,{'MissingHPHeal': 550.0},Thrill of the Hunt II
TFT6_Augment_BinaryAirdrop,[],[],Combat start: champions holding 2 items gain a recommended 3rd completed item. Gain @Gold@ gold.,{'Gold': 2.0},Binary Airdrop
TFT9_Augment_IndomitableWill,[],[],"When your team scores a takedown, they shed all negative effects and become immune to crowd control for @duration@ seconds.",{'Duration': 10.0},Indomitable Will
TFT6_Augment_OneTwoFive,[],[],"Gain @NumComponents@ random component, @Gold@ gold, and @NumChamps@ random 5-cost champion.","{'Gold': 2.0, 'NumChamps': 1.0, 'NumComponents': 1.0}","One, Two, Five!"
TFT9_Augment_SilverSpoon,[],[],Gain @Experience@ XP.<br>,{'Experience': 10.0},Silver Spoon
TFT10_Augment_LearningToSpell,[],[],"Your team gains @StartingAP@ bonus Ability Power, and permanently gains @AP@ Ability Power every @NumTakedowns@ takedowns.","{'AP': 1.0, 'NumTakedowns': 2.0, 'StartingAP': 18.0}",Learning to Spell
TFT9_Augment_AllNatural2,[],[],Champions that aren't holding items gain @health@ Health and heal for @Healing*100@% of their max Health each second.,"{'Healing': 0.019999999552965164, 'Health': 150.0}",All Natural II
TFT11_Augment_EpochPlus,[],[],"Now, and at the start of every stage, gain @XP@ XP and @Rerolls@ free rerolls for that round only.","{'Rerolls': 3.0, 'XP': 8.0}",Epoch+
TFT11_Augment_GoldenRemover,[],[],Gain a Golden Remover and component item anvil.<br><br><rules>Golden Remover is an Item Remover with infinite uses.</rules>,{'Anvil': 1.0}, The Golden Remover
TFT9_Augment_BuildingACollection,[],[],Gain a random item component at the start of the next @roundsofbonusitems@ rounds (including this round).,"{'Gold': 'null', 'roundsofbonusitems': 2.0}",Buried Treasures I
TFT9_Augment_EarlyEducation,[],[],Your units permanently gain @AP@ Ability Power whenever they kill an enemy. Units start with @StartingAP@ bonus Ability Power.,"{'AP': 1.0, 'StartingAP': 15.0}",Early Education
TFT9_Augment_OneTwosThree,[],[],"Gain @tier1champs@ 1-cost champion, @numchamps@ 2-cost champions, and 1 3-cost champion.","{'NumChamps': 2.0, 'tier1champs': 3.0}",Ones Twos Three
TFT9_Augment_SupportCache,[],[],Choose 1 of @ArmoryChoiceCount@ Support items.,{'ArmoryChoiceCount': 4.0},Support Cache
TFT9_Augment_PhreakyFriday,[],[],"Gain an Infinity Force. After @CombatNum@ player combats, gain another.<br><br><rules>Infinity Force: Artifact that offers tons of offensive and defensive stats</rules>",{'CombatNum': 5.0},Phreaky Friday
TFT6_Augment_VerdantVeil,[],[],Your units are immune to crowd control effects for the first @Duration@ seconds of combat and gain @BonusAS*100@% bonus Attack Speed.,"{'BonusAS': 0.15000000596046448, 'Duration': 20.0}",Verdant Veil
TFT9_Augment_HighEndSector,[],[],"When you level up, gain a number of free shop refreshes equal to your level, which carry over between rounds. Gain @gold@ gold. ","{'Gold': 4.0, '{a9ad6d1b}': 8.0}",Shopping Spree
TFT6_Augment_WindfallPlusPlus,[],[],Gain @AugmentGold@ gold.,{'AugmentGold': 45.0},Windfall++
TFT9_Augment_JeweledLotus,[],[],"Your team gains @critchance@% Critical Strike chance, and their Abilities can critically strike.",{'CritChance': 15.0},Jeweled Lotus II
TFT9_Augment_ImpromptuInventions,[],[],Combat start: Up to @MaxComponents@ equipped components turn into completed items for the rest of combat. Gain a component at the start of the next @NumStages@ stages.,"{'MaxComponents': 5.0, 'NumStages': 2.0}",Scrappy Inventions
TFT11_Augment_LethalTempo,[],[],"When your units attack, they gain @AttackSpeed*100@% Attack Speed, up to @AttackSpeed*100*MaxStacks@%.<br><br>Your units gain @AttackSpeed*100@% stacking Attack Speed every time they attack, up to 10 stacks.","{'AttackSpeed': 0.03999999910593033, 'MaxStacks': 10.0}",Lethal Tempo
TFT6_Augment_ComponentGrabBag,[],[],Gain @NumComponents@ random item components.,{'NumComponents': 3.0},Component Grab Bag
TFT7_Augment_CursedCrown,[],[],"Gain +@MaxArmySizeIncrease@ max team size, but take @PlayerCombatDamageIncrease@% more player damage when you lose a player combat.","{'MaxArmySizeIncrease': 2.0, 'PlayerCombatDamageIncrease': 100.0}",Cursed Crown
TFT11_Augment_RainingGoldPlus,[],[],Gain @InstantGold@ gold now and @RoundGold@ gold every&nbsp;round.,"{'InstantGold': 18.0, 'RoundGold': 1.0}",Raining Gold+
TFT9_Augment_InfernalContract,[],[],Your max level is 7. Gain @augmentgold@ gold.,{'AugmentGold': 90.0},Infernal Contract
TFT9_Augment_CustomerIsAlwaysRight,[],[],"Whenever you would get a component, gain a component anvil instead. Gain a random component.<br><br><rules>The anvil offers 4 choices.</rules>",{},Component Buffet
TFT11_Augment_Prizefighter,[],[],Gain @component@ item component(s). Every @WinsNeeded@ wins gives you an item&nbsp;component.,"{'WinsNeeded': 3.0, 'component': 1.0}",Prizefighter
TFT10_Augment_HeroicGrabBag,[],[],Gain @LesserDuplicatorAmount@ Lesser Champion Duplicators and @gold@ gold.<br><br><rules>This item allows you to copy a 3-cost or less champion.</rules>,"{'Gold': 6.0, 'LesserDuplicatorAmount': 2.0}",Heroic Grab Bag
